companyName,storeName,contactName,telInfo,mailInfo,addressInfo,customerCenter,categoryName,productUrl
CHEN ANLONG,Come again,CHEN,+86-187-6400-0079,,Anhui Chuzhou Lai Anhui Chuzhou Lai,"月～金：午前9時～午後6時
土曜日：午前9時～午後1時
日曜日、公休日：休業",日用品・生活,https://www.qoo10.jp/g/777779244
抚顺市聊生网络科技有限公司,YOHOO!,潘茗栩,+86-191-2063-2092,xianyumaidian@163.com,"Store 35, Building 53-5, Middle Section of Hunhe South Road Liaoning Fushun Xinfu",,日用品・生活,https://www.qoo10.jp/g/1092467094
Aurora Sports Group Limited,TOPTOY公式,Aurora Sports Group Limited,+86-186-1526-1083,aurorasports2024@163.com,"UNIT 1605, 16/F WESTLEY SQUARE 48 HOI YUEN RD KWUN TONG KLN HONG KONG KOWLOON KWUN TONG HOI YUEN ROAD",,日用品・生活,https://www.qoo10.jp/g/1121684680
昆明隔垫网络科技有限公司,hacoop,,+86-187-5713-6977,yajiang20260306@163.com,NEW TERRITORIES YUEN LONG SECTION B 7TH STREET NEW TERRITORIES YUEN LONG SECTION B 7TH STREET,,日用品・生活,https://www.qoo10.jp/g/1194994883
义乌市樱朵电子商务商行,HL Star,HL Star,+86-137-3890-6861,,qingxuelu 311 Zhejiang Hangzhou Binjiang,"月~金：午前9時~午後6時
土：午前9時~午後1時
日、定休日：休務",日用品・生活,https://www.qoo10.jp/g/1149203001
武汉鸿井网络科技有限公司,野子の小さな店,,+86-155-2461-5707,,"Room 210, Innovation Workshop, No. 24, Qiyun Road, Economic and Technological Development Zone, Hefe Jiangxia, Wuhan, Hubei",,日用品・生活,https://www.qoo10.jp/g/1173079931
武侯区舒美人商贸部,SUmeiren,liuxiaoqin,+86-159-1250-5642,sumeiren444@163.com,SICHUANSHENGCHENGDUSHIWUHOUQUJIANGXIJIE12HAO3CENG301HAO Sichuan Chengdu Wuhou,,日用品・生活,https://www.qoo10.jp/g/1181227244
Qinhuangdao Poqu Shangmao Youxian Gongsi,Ali Store,,+86-132-7200-6245,kx3sov@111.com,"Beihuan Lu Jiedao, Shiji Xingyuan 7 Dong 2 Danyuan 203 Shi Harbor area, Qinhuangdao, Hebei",,日用品・生活,https://www.qoo10.jp/g/1195467956
Chen Neng Jye,小豆-dodopets,Chen Neng Jye,+886-975-9623-58,jpebay10@gmail.com,"1F., No.86, Daren St., North Dist., Taichung City 40453, Taiwan North Dist., Taichung City","月曜日～金曜日：10：00～18：00
土曜日、日曜日、祝日：休業",日用品・生活,https://www.qoo10.jp/g/1188504582
丽水菲可童装厂,Cityofsky889,zhoulifei,+86-155-0613-9828,,lishuishilianduqubihuzhenzhouxiangcun110hao Zhejiang Lishui Liandu,,日用品・生活,https://www.qoo10.jp/g/1131669760
石井　敏春,balishop,hideto ishii,+62-0895-2711-7209,,SUKOREJO RT 2 RW 19 BANJARSARI Jawa Tengah Surakarta Kadipiro,,日用品・生活,https://www.qoo10.jp/g/1071556025
SIXIANSHIMUYOUHUAXIANHUADIAN,BEIGE| ベイジ,DONGQIAN,+86-155-5110-3623,,YUNHEJIEDAOBIANGUANGSHEQUNANMEN1714HAO Anhui Suzhou Sixian,,日用品・生活,https://www.qoo10.jp/g/1157594426
青岛双普进出口有限公司,公式店-専門正規品,,+86-132-5673-3046,,"Room 2806, 2807, 2808, 2809, 2810, 2811, North Office Unit, No.157 Jinggangshan Road, Huangdao Distr Huangdao, Qingdao, Shandong",,日用品・生活,https://www.qoo10.jp/g/1181639135
杭州子杰运动船桨有限公司,cherry’s beauty store,,+86-175-5199-7790,,"No. 39, Baoshan Road, Chunhua Village, Fuchun Street, Fuyang District, Hangzhou Fuyang, Hangzhou, Zhejiang",,日用品・生活,https://www.qoo10.jp/g/1165749779
自贡几朵云商贸有限公司,jiduoyun,自贡几朵云商贸有限公司,+86-134-1928-3754,huanhai78485345@126.com,"Office No. 14-05, Building 19, Huashang International City, No. 128 Huashang South Road, Ziliujing District, Zigong City, Sichuan Province Sichuan Zigong artesian",,日用品・生活,https://www.qoo10.jp/g/1170720797
杭州友派电子商务有限公司,Yupaya,,+86-198-0207-7020,,NEW TERRITORIES PING CHE NG CHOW SOUTH ROAD NEW TERRITORIES PING CHE NG CHOW SOUTH ROAD,,日用品・生活,https://www.qoo10.jp/g/1184924409
ZAOZHUANGYUNXIANGJIDIANYOUXIANGONGSI,Mori Collective,,+86-130-2680-1050,15966168772@163.com,"Room 810, Building 15, Jinshui Changjie (Internet Town), Zaozhuang High-tech Zone, Shandong Province Xuecheng, Zaozhuang, Shandong",,日用品・生活,https://www.qoo10.jp/g/1189353745
长垣伊诺德实业有限公司,HF*工場直売,长垣伊诺德实业有限公司,+86-156-7404-8916,linlin8666@163.com,PUDONGNEIHUANLUNANCE Henan Xinxiang Changyuan,,日用品・生活,https://www.qoo10.jp/g/1000063873
Qingdao Yuanjiaxue Network Technology Co Ltd,LUXENIA,,+86-151-7019-0423,CYX001329@163.com,4015 N Conlon Ave Covina CA 91722 United States,,日用品・生活,https://www.qoo10.jp/g/1195000738
XINING QIYUN MOTOR VEHICLE INFORMATION SERVICE CO LTD,xihaiqingge,,+86-162-3795-4974,sadad85WW@163.com,"Room 141, Unit 1, Building 1, No. 357 Qiyi Road Seongdong, Xining, Qinghai",,日用品・生活,https://www.qoo10.jp/g/1189373171
苍南县金顺有机玻璃工艺厂,ウィンウィン・ショップ,WangNaiting,+86-185-5002-8248,mhx5y9@163.com,"1st Floor, No. 112, Textile 5th Street, Longgang Town Zhejiang Wenzhou Cangnan",,日用品・生活,https://www.qoo10.jp/g/1143687123
苏海娟,Zero One,苏海娟,+852--5295-1294,,17895 NEW TERRITORIES TAI PO NAM SHING STREET,,日用品・生活,https://www.qoo10.jp/g/1165297555
香港智鷹有限公司,taro1125,香港智鷹有限公司,+852--4658-0964,mmtt486@163.com,"RM18, 27/F., HO KING COMM CTR, 2-16 FAYUEN ST, MONGKOK, KLN HONG KONG KOWLOON MONG KOK FA YUEN STREET",,日用品・生活,https://www.qoo10.jp/g/1133936665
广州乐派服饰有限公司,xUUYAIXI,袁曦,+86-132-9000-9649,WDTokhh@126.com,SHI QI ZHEN GUAN LANG LU 72 HAO 4-5 LOU Guangdong Guangzhou Panyu,,日用品・生活,https://www.qoo10.jp/g/1142220912
GUANG ZHOU ZHEN YAN HUA ZHUANG PIN YOU XIAN GONG SI,Night,ZHANGFURONG,+86-170-5030-5174,,"Room 401, Building 1, No. 15-1 Liangyuan Erheng Road, Zhongluotan Town, and Room 501, Building 1 Guangdong Guangzhou Baiyun",,日用品・生活,https://www.qoo10.jp/g/1169557881
沈阳昊源金属制造有限公司,hyjs,,+86-130-5230-5213,,"No. 7, Lane 37, Lingbei Street, Huanggu District, Shenyang City Huanggu, Shenyang, Liaoning",,日用品・生活,https://www.qoo10.jp/g/1170039041
福州橙冰美学家居有限公司,cbmx,,+86-177-9629-6038,,"Room 1406, 14th Floor, R&D Building 1-2, Haixia Science and Technology R&D Zone, No. 30 Jiangnan Ave Minhou County, Fuzhou, Fujian",,日用品・生活,https://www.qoo10.jp/g/1155701939
佛山市信拓照明科技有限公司,SYUU春夏秋冬,,+86-131-6478-2253,bayue08002@163.com,大阪府 泉佐野市 りんくう往来北 2-10,,食品・お菓子,https://www.qoo10.jp/g/1168676027
WUHUTIANGONGTONGFENGSHEBEIYOUXIANGONGSI,supriseyou,,+86-162-9467-7539,,"Wuyue Park City State Community, Wantuo Town Wuhu County, Wuhu, Anhui",,食品・お菓子,https://www.qoo10.jp/g/1194998124
DONGYANGSHIXUHANGFEIJIUWUZIHUISHOUYOUXIANGONGSI,GuardianDeal,,+86-155-7318-9367,,"No. 2, Changfan Village, Nanma Town, Dongyang City, Jinhua City, Zhejiang Province (self-declaration Dongyang, Jinhua, Zhejiang",,食品・お菓子,https://www.qoo10.jp/g/1194868172
保定八哥商贸有限公司,Starsfalling,保定八哥商贸有限公司,+86-178-7359-0953,kddj57@163.com,"No. 12, Kaikai Road, Dingxing County, Baoding City, Hebei Province Hebei Baoding Dingxing",,食品・お菓子,https://www.qoo10.jp/g/1191902274
邯郸市霂雪科技发展有限公司,fanfan2000,,+86-165-8403-8674,,"Room 2-202, Building 4, Ziwei Garden, Tianzheng Smart City, Handan Industrial Park Shanqu, Handan, Hebei",,食品・お菓子,https://www.qoo10.jp/g/1195654867
Haikou Ligoujiao Electronic Technology Co Ltd,baitianhao,,+86-131-5653-9240,XMD4356842526@163.com,"Unit 203, Block 22, Jinghua City, No. 21 Yu sha Road, Haikou Street, Longhua District, Haikou City,  Longhua, Haikou, Hainan",,食品・お菓子,https://www.qoo10.jp/g/1195568715
卢氏芽锦商贸有限公司,yajin,,+86-186-8496-3642,,"No. 204, 2nd Floor, Building 1, Dongcheng Mingzhu, Dongming Town (Cluster Registration) Lushi County, Sanmenxia, Henan",,食品・お菓子,https://www.qoo10.jp/g/1188419769
衡阳市纹珏贸易有限公司,wenjue,,+86-132-9148-7163,ttagsdd@163.com,"C-101, No.19 Square Road, Suyanjing Community, Tianmashan Street Yanfeng, Hengyang, Hunan",,食品・お菓子,https://www.qoo10.jp/g/1189217005
广州亿缘服饰有限公司,WangHong,汪鸿,+86-131-2502-2541,yiyuanclothing@163.com,LUOPUJIENANPUDONGXIANGCUNERJIESANXIANGWUHENGXIANG6HAOZHIYI Guangdong Guangzhou Panyu,,ペットフード・用品,https://www.qoo10.jp/g/1182718033
上海然翔商贸有限公司,Ruger,上海然翔商贸有限公司,+86-188-7402-5492,njk232654@163.com,"Floor 1, No. 10, Lane 255, Xiaotang Road, Fengxian District, Shanghai Shanghai Shanghai Fengxian",,ペットフード・用品,https://www.qoo10.jp/g/1169449744
重庆致赞轩科技有限公司,ZZP,重庆致赞轩科技有限公司,+86-170-0237-6546,JJGGGaa528@163.com,Nanpingjiedao Nanpingxilu39hao2dong21-2hao Chongqing Chongqing Nanan,,ペットフード・用品,https://www.qoo10.jp/g/1184765522
HEFEI TANGBU TRADING CO LTD,ラクーンの専門店,,+86-175-7042-5612,mt90hb@111.com,"Room 408, Guojin Building, No. 87 Suixi Roa d, Shuanggang Street Luyang, Hefei, Anhui",,ペットフード・用品,https://www.qoo10.jp/g/1195018217
CHONG QING HUI YI WU JIN ZHI PIN YOU XIAN GONG SI,SOUソウ,HUI YI WU JIN ZHI PIN YOU XIAN GONG SI,+86-165-3268-0911,,LONGSHUIZHENLONGTANGDADAO178HAO2DONGDS2325 Chongqing Chongqing Dazu County,,ペットフード・用品,https://www.qoo10.jp/g/1149310956
青岛大阿福商贸有限公司,loyid,李君涛,+86-132-5149-7636,,"801 House, 190609, 8th Floor, No. 16, No.166, Zhengyang Road, Chengyang District, Qingdao City, Shandong Province Shandong Qingdao Chengyang",,ペットフード・用品,https://www.qoo10.jp/g/1175464091
张世豪,panda baby,张世豪,+86-158-3947-8086,shishi882021@163.com,taizhoudadao12hao Zhejiang Taizhou Jiaojiang,,ペットフード・用品,https://www.qoo10.jp/g/1147711909
"Shandong Shuotai Trading Co., Ltd",West Sun,"Shandong Shuotai Trading Co., Ltd",+86-132-0522-8391,sdsuotai@163.com,shandongshenghezeshicaoxianpanshijiedaogaishiwuliuyuan3dong7hao Shandong Heze Caoxian,,ペットフード・用品,https://www.qoo10.jp/g/1164602463
河南威斯安防护服饰有限公司,kkohouh,河南威斯安防护服饰有限公司,+86-186-9716-1263,,pingyuanshifanquludibinfencheng187haolou603shi Henan Xinxiang Hongqi,,ペットフード・用品,https://www.qoo10.jp/g/1164069793
乌鲁木齐兴粮源商贸有限公司,course,乌鲁木齐兴粮源商贸有限公司,+86-192-8389-3632,apstepist@163.com,"Room 102, office building on the first floor of the office building at 448 Canggou North Road, Xinjiang The Xinjiang Uygur  Urumqi Shayibake",,ペットフード・用品,https://www.qoo10.jp/g/1137991642
开封环通供应链管理有限公司,BornRe,开封环通供应链管理有限公司,+86-130-9834-7631,,"Room 301, No. 3, Xinrui Office Building, Jianu, Jian Road, Cafei County, Kaifeng City, Henan Province Henan Kaifeng Weishi County",,ペットフード・用品,https://www.qoo10.jp/g/1188564835
香港芙冠有限公司,かわいい＾女の子,香港芙冠有限公司,+852--6973-8272,gyd753@126.com,"FLAT B02 2/F., HOOVER INDUSTRIAL BUILDING, NO.26-38 KWAI CHEONG ROAD, KWAI CHUNG HONG KONG NEW TERRITORIES KWAI CHUNG KWAI CHEONG ROAD",,ペットフード・用品,https://www.qoo10.jp/g/1156065517
宜春傅栋科技有限公司,🥇 White Rabbit Store,宜春傅栋科技有限公司,+86-150-7115-2824,13287452607@163.com,"No. 252, 2nd Floor, Sharing Economy Industrial Park, No. 1289, Jiancheng Avenue, Kangle Street, Wanzai County, Yichun City, Jiangxi Province Jiangxi Yichun Wanzai County",,ペットフード・用品,https://www.qoo10.jp/g/1181251907
沈阳盛世大智悦科技有限公司,MaiMai雑貨屋,沈阳盛世大智悦科技有限公司,+86-162-8613-3150,,Hunnanquhunnanzhonglu35hao326-84shi Liaoning Shenyang Sujiatun,,ペットフード・用品,https://www.qoo10.jp/g/1115938846
慈溪市周巷妍宝体育用品厂,NIC,XuHubin,+86-157-5365-1026,syc15753651026@163.com,"No. 126, Tangtou West, Tangtou Village, Zhouxiang Town Zhejiang Ningbo Cixi",,ペットフード・用品,https://www.qoo10.jp/g/1100005188
Hainan Libairui Ecological Agriculture Technology Co Ltd,liufengpeng,,+86-183-7074-5694,pay80@nemomo.org,"100 meter Blueberry Base of Shihan Village Committee in Hongmao Town Qiongzhong Li and Miao Autonomous County, Qiongzhong Li and Miao Autonomous County, Hainan",,ペットフード・用品,https://www.qoo10.jp/g/1194197338
北京康鑫商贸有限公司,あなたに合わせたお店,,+86-131-1238-5521,,"Room 102, No. 45, Xinwangyu Village, Qiaizi Town Huairou, Beijing, Beijing",,ペットフード・用品,https://www.qoo10.jp/g/1193616063
CHANGSHUSUOFEIYAMAOSHANYOUXIANGONGSI,RUISOU,CHANGSHUSUOFEIYAMAOSHANYOUXIANGONGSI,+86-170-4147-2550,,dongbingzhenxushijiedongxingneiludongnance Jiangsu Suzhou Changshu,,ペットフード・用品,https://www.qoo10.jp/g/1149369549
成都欲桨招科技有限公司,サンシャインモール,成都欲桨招科技有限公司,+86-172-6532-7974,,"No. 60, Building 1, 1st Floor, No. 133, Shangdongda Street, Jinjiang District, Chengdu, Sichuan Province Sichuan Chengdu Jinjiang",,ペットフード・用品,https://www.qoo10.jp/g/1193622111
上海青澄纺织科技有限公司,QINGCEG,上海青澄纺织科技有限公司,+86-158-5052-2654,lihaiyangq10@163.com,JIANSHANWEIZHENQIUSHILU688HOA1LOU Shanghai Shanghai Jinshan,,ペットフード・用品,https://www.qoo10.jp/g/1187903007
深圳市华辉盈贸易有限公司,Aztick,深圳市华辉盈贸易有限公司,+86-166-2517-9427,,SHEN ZHEN SHI LONG GANG QU LONG CHENG JIE DAO  Guangdong Shenzhen Longgang,,ペットフード・用品,https://www.qoo10.jp/g/1190961525
zhoukoushiduolishangmaoyouxiangongsi,DUOLI,zhoukoushiduolishangmaoyouxiangongsi,+86-177-9653-1275,,chuanhuiquqiyilujiedaojiaotongluguomaoxiaoquBdong1701 Henan Zhoukou Chuanhui,,ペットフード・用品,https://www.qoo10.jp/g/1186939570
周口联锦商贸有限公司,初恋のカラー,孙金玲,+86-131-4065-2322,b15225770513@163.com,WENCHANGDADAOYUHUASHANLUJIAOCHAKOUJIALIDEYUANXIAOQU12HAOLOU502 Henan Zhoukou Chuanhui,,ペットフード・用品,https://www.qoo10.jp/g/1186414434
"Hangzhou Qishandi Trading Co., Ltd.",FBDK,杭州其想贸易有限公司,+86-155-4087-8526,,"Room 402, Building 5, Building 5, No. 1418-21, Mogan Mountain Road, Hangzhou Zhejiang Hangzhou Shangcheng",,ペットフード・用品,https://www.qoo10.jp/g/1186251292
BEIJINGYANYUNFANGDICHANJINGJIYOUXIANGONGSI,beijjjjj,,+86-182-7005-3891,beijjjj2026@163.com,"LONGXINGNANERLU2HAOYUAN3HAOLOU1ZHI2CENG201 Mentougou, Beijing, Beijing",,ベビー・キッズ,https://www.qoo10.jp/g/1195216961
上海集睿储运有限公司,Sunshine23,上海集睿储运有限公司,+86-133-1659-8912,jpq10cloudcha@hotmail.com,"Room 1414, building 2, No. 28, NongJiao Road, Huqiao community, Zhelin town Shanghai Shanghai Fengxian",,ベビー・キッズ,https://www.qoo10.jp/g/990027532
海城市酷米尔服饰有限公司,PandaJing,tanguofu,+86-155-5973-8526,kumier0@163.com,LIAONINGSHENGANSHANSHIHAICHENGSHIXILIUZHENDONGLIUCUN9ZU723HAO Liaoning Anshan Haicheng,,ベビー・キッズ,https://www.qoo10.jp/g/1108882343
广州酷贝皮具有限公司,kubeipiju,PengTujun,+86-185-0748-2718,17759582972@163.com,"No. 18 Yucai Road, Shiling Town, Huadu District, Guangzhou (can be used as a factory) Guangdong Guangzhou Huadu",,ベビー・キッズ,https://www.qoo10.jp/g/1188900131
リュウ　シュコウ,SHALA SHOP,リュウ　シュコウ,+86-136-6129-4125,lskuo13661294125@163.com,BODA ROAD HONGBOJIAYUANC-6-1 Beijing Beijing Chaoyang,,ベビー・キッズ,https://www.qoo10.jp/g/1194410577
绍兴拓盛汽车配件有限公司,YMOON,绍兴拓盛汽车配件有限公司,+86-191-5715-3693,PAN19157153693@hotmail.com,"Room 1505-1, Huanyu Building, Lingzhi Street Zhejiang Shaoxing The more urban areas",,ベビー・キッズ,https://www.qoo10.jp/g/1029176308
Fengxi New City Yayoi Department Store,3D,,+86-132-4207-9659,,"Room A05416, No. 30601-07, Building C, Tongde Apartments, Tongde Road Lantian County, Xi'an, Shaanxi",,ベビー・キッズ,https://www.qoo10.jp/g/1192220485
无极县龙飞农用机械有限公司,ステッカーホーム,,+86-176-2326-4544,1724210590@qq.com,"West of Lichengdao Village, Lichengdao Township, Wuji County, Shijiazhuang City, Hebei Province Promise County, Shijiazhuang, Hebei",,ベビー・キッズ,https://www.qoo10.jp/g/1183845214
HUANGJIANYI,NOBLEFU Japan 公式ストア,HUANGJIANYI,+86-020-828-9722,fashionben@126.com,Jinshazhou Xijiu Street Creation Building 101 Guangdong Guangzhou Baiyun,,ベビー・キッズ,https://www.qoo10.jp/g/1188321114
东莞市优允塑料包装有限公司,pangdududamai,,+86-151-0221-4329,likehua123321@163.com,"Room 105, 1101, Building 1, Minsheng Financial Building, No. 111, Nancheng Section, Guantai Road, Na Dongguan, Dongguan, Guangdong",,ベビー・キッズ,https://www.qoo10.jp/g/1195135159
广东亿合门窗科技有限公司,Migoo,,+86-135-6437-5047,,"Room 102-6, Building 3, Liandong Yougu North Garden, No. 1, Jiansha Road East 2nd District, Danzao T Nanhai, Foshan, Guangdong",,ベビー・キッズ,https://www.qoo10.jp/g/1163899715
